time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-08-28T23:48:59.810Z,35.6458333,-118.3223333,8.41,1.07,ml,26,58,0.05474,0.16,ci,ci40333480,2022-08-29T18:38:22.810Z,"14km ESE of Wofford Heights, CA",earthquake,0.25,0.42,0.14,5,reviewed,ci,ci
2022-08-28T23:45:17.175Z,4.6338,62.3529,10,4.6,mb,78,37,15.645,0.66,us,us7000i37y,2022-08-29T00:06:43.040Z,"Carlsberg Ridge",earthquake,9.06,1.857,0.061,80,reviewed,us,us
2022-08-28T23:38:03.750Z,38.8318329,-122.8154984,1.75,1.27,md,19,67,0.009431,0.01,nc,nc73772895,2022-08-29T02:51:11.062Z,"8km NW of The Geysers, CA",earthquake,0.22,0.48,0.19,4,automatic,nc,nc
2022-08-28T23:33:12.800Z,32.8916667,-115.4928333,6.14,1.27,ml,17,103,0.05632,0.13,ci,ci40333464,2022-08-29T18:44:48.342Z,"9km NE of Imperial, CA",earthquake,0.25,0.48,0.164,10,reviewed,ci,ci
2022-08-28T23:20:50.573Z,64.9316,-147.292,0,1.6,ml,,,,0.71,ak,ak022b1asnnl,2022-08-28T23:23:16.663Z,"13 km WNW of Two Rivers, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-08-28T23:19:50.910Z,35.6453333,-118.3183333,7.28,1.5,ml,25,76,0.05668,0.15,ci,ci40333456,2022-08-29T13:42:47.168Z,"14km ESE of Wofford Heights, CA",earthquake,0.24,0.58,0.26,25,reviewed,ci,ci
2022-08-28T23:12:37.847Z,61.9672,-149.3091,33.7,1.6,ml,,,,0.86,ak,ak022b1aqwy0,2022-08-28T23:14:36.306Z,"25 km N of Fishhook, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-08-28T23:07:46.780Z,31.67648188,-104.4151074,5.720239258,2.1,ml,17,56,0.07345288624,0.3,tx,tx2022qwla,2022-08-30T07:40:11.875Z,"55 km S of Whites City, New Mexico",earthquake,1.728669404,1.394005647,0.2,13,reviewed,tx,tx
2022-08-28T23:01:08.380Z,18.0196666666667,-66.7763333333333,16.43,2.22,md,9,108,,0.25,pr,pr71368508,2022-08-28T23:43:14.580Z,"0 km WNW of Magas Arriba, Puerto Rico",earthquake,0.67,1.22,0.0308649424829119,7,reviewed,pr,pr
2022-08-28T23:00:47.660Z,19.1881675720215,-155.488159179688,33.2299995422363,2.23,ml,45,78,,0.129999995,hv,hv73124547,2022-08-28T23:06:18.610Z,"1 km SSW of Pāhala, Hawaii",earthquake,0.52,0.810000002,4.38,10,automatic,hv,hv
2022-08-28T22:56:12.330Z,35.6473333,-118.3231667,8.68,1.35,ml,28,54,0.0531,0.17,ci,ci40333440,2022-08-29T21:13:42.170Z,"14km ESE of Wofford Heights, CA",earthquake,0.24,0.44,0.17,10,reviewed,ci,ci
2022-08-28T22:51:54.330Z,35.6496667,-118.3195,8.15,1.13,ml,16,98,0.05245,0.13,ci,ci40333432,2022-08-29T13:43:07.252Z,"14km ESE of Wofford Heights, CA",earthquake,0.41,0.6,0.112,13,reviewed,ci,ci
2022-08-28T22:50:09.440Z,36.4596672,-121.0368347,6.89,1.79,md,12,80,0.0176,0.06,nc,nc73772875,2022-08-29T01:29:17.566Z,"12km SE of Pinnacles, CA",earthquake,0.34,0.67,0.14,9,automatic,nc,nc
2022-08-28T22:48:03.720Z,35.6443333,-118.3181667,7.28,3.42,ml,60,39,0.05762,0.16,ci,ci40333424,2022-08-29T22:51:49.005Z,"14km ESE of Wofford Heights, CA",earthquake,0.13,0.45,0.148,187,reviewed,ci,ci
2022-08-28T22:47:40.900Z,19.231,-65.1113,48,3.52,md,9,289,0.8902,0.4,pr,pr2022240001,2022-08-28T23:13:35.495Z,"100 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.1,15.39,0.02,3,reviewed,pr,pr
2022-08-28T22:44:23.160Z,38.8223343,-122.7836685,1.67,1.56,md,30,43,0.009357,0.03,nc,nc73772865,2022-08-29T00:50:10.276Z,"5km W of Cobb, CA",earthquake,0.18,0.3,0.08,9,automatic,nc,nc
2022-08-28T22:34:35.863Z,-1.0445,98.6434,31.811,5.7,mww,111,26,2.565,0.56,us,us7000i37c,2022-08-29T22:38:01.029Z,"170 km WSW of Pariaman, Indonesia",earthquake,6.44,3.127,0.08,15,reviewed,us,us
2022-08-28T22:30:31.085Z,4.5196,62.3316,10,4.7,mb,29,196,21.146,0.17,us,us7000i37d,2022-08-29T01:26:02.040Z,"Carlsberg Ridge",earthquake,12.74,1.986,0.115,23,reviewed,us,us
2022-08-28T22:26:05.322Z,-15.7359,-72.9818,80.023,4.3,mb,26,134,3.824,0.5,us,us7000i37b,2022-08-29T01:14:48.040Z,"12 km WNW of Yanaquihua, Peru",earthquake,9.68,11.088,0.16,11,reviewed,us,us
2022-08-28T22:23:57.210Z,38.7891655,-122.7614975,1.86,0.98,md,14,64,0.01153,0.02,nc,nc73772860,2022-08-29T00:24:10.149Z,"1km NNW of The Geysers, CA",earthquake,0.28,0.56,0.18,4,automatic,nc,nc
2022-08-28T22:18:16.367Z,56.6765,-156.496,65.7,2.4,ml,,,,0.22,ak,ak022b1a6pz8,2022-08-29T01:04:31.040Z,"108 km SSE of Ugashik, Alaska",earthquake,,2.3,,,automatic,ak,ak
2022-08-28T22:10:00.640Z,17.9943333333333,-67.0706666666667,10.77,2.12,md,4,229,,0.04,pr,pr71368493,2022-08-28T22:20:38.560Z,"3 km NW of La Parguera, Puerto Rico",earthquake,0.52,0.61,0.057632358967854,4,reviewed,pr,pr
2022-08-28T21:57:46.751Z,31.605,-104.2773,5,2.5,ml,22,94,0.201,0.3,us,us7000i374,2022-08-28T23:56:26.040Z,"56 km NW of Toyah, Texas",earthquake,0.97,1.881,0.045,66,reviewed,us,us
2022-08-28T21:37:11.661Z,31.71060552,-104.0952623,7.082763671999999,2.2,ml,24,49,0.03194894607,0.2,tx,tx2022qwia,2022-08-29T19:55:05.260Z,"47 km W of Mentone, Texas",earthquake,0.9606012985,1.047789887,0.1,7,reviewed,tx,tx
2022-08-28T21:31:56.210Z,31.70759241,-104.1014379,7.468383789,3,ml,26,53,0.06246043851,0.2,tx,tx2022qwhw,2022-08-28T23:37:15.040Z,"47 km W of Mentone, Texas",earthquake,0.6579318589,0.793849411,0.1,14,reviewed,tx,tx
2022-08-28T21:27:33.643Z,63.1249,-151.4675,9,1.5,ml,,,,0.41,ak,ak022b19n95g,2022-08-28T21:29:14.062Z,"48 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-08-28T21:26:11.014Z,43.4912,-126.6641,10,3.3,ml,71,237,1.917,0.36,us,us7000i36x,2022-08-28T23:31:06.129Z,"187 km WNW of Bandon, Oregon",earthquake,8.19,2.014,0.036,101,reviewed,us,us
2022-08-28T21:23:07.675Z,60.9608,-147.1386,17.1,1.5,ml,,,,0.8,ak,ak022b19mca7,2022-08-28T21:25:38.208Z,"27 km WNW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-08-28T21:22:36.440Z,19.2584991455078,-155.381500244141,32.5299987792969,2.12,ml,43,144,,0.129999995,hv,hv73124472,2022-08-28T21:28:07.030Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.67,0.769999981,5.3,3,automatic,hv,hv
2022-08-28T21:22:15.610Z,53.8585,-166.642666666667,9.27,1.04,ml,7,147,,0.11,av,av91670861,2022-08-29T19:52:05.750Z,"7 km WSW of Unalaska, Alaska",earthquake,0.51,0.38,0.189190198072205,7,reviewed,av,av
2022-08-28T21:15:56.760Z,31.73834795,-104.1102359,7.93112793,2.3,ml,29,76,0.03846619696,0.2,tx,tx2022qwhi,2022-08-29T09:13:53.068Z,"48 km W of Mentone, Texas",earthquake,0.5529301136,0.7844938651,0.2,24,reviewed,tx,tx
2022-08-28T21:14:52.190Z,47.18716666666667,-122.19566666666667,14.91,0.99,ml,17,163,0.1411,0.12,uw,uw61866862,2022-08-29T03:06:29.730Z,"Puget Sound region, Washington",earthquake,0.51,0.82,0.1394696388776937,11,reviewed,uw,uw
2022-08-28T21:12:31.896Z,60.6736,-149.3459,19.9,2.4,ml,,,,1.31,ak,ak022b19k19x,2022-08-29T01:45:15.137Z,"20 km N of Moose Pass, Alaska",earthquake,,2.8,,,automatic,ak,ak
2022-08-28T21:11:43.650Z,38.5955,-122.8018333,6.9,1.24,md,52,46,0.1202,0.11,nc,nc73772840,2022-08-30T05:45:12.757Z,"6km NNE of Windsor, CA",earthquake,0.15,0.49,0.102,22,reviewed,nc,nc
2022-08-28T21:06:59.100Z,19.1520004272461,-155.469665527344,29.9799995422363,1.97000003,md,38,163,,0.159999996,hv,hv73124462,2022-08-28T21:10:17.380Z,"5 km S of Pāhala, Hawaii",earthquake,0.77,1.02999997,0.610000014,13,automatic,hv,hv
2022-08-28T21:04:47.150Z,-6.0231,147.42,70.538,4.8,mb,53,83,5.063,0.52,us,us7000i36q,2022-08-28T23:20:18.040Z,"75 km NW of Finschhafen, Papua New Guinea",earthquake,7.78,5.748,0.059,89,reviewed,us,us
2022-08-28T20:49:47.640Z,35.806,-121.3868333,7.23,2.73,md,82,179,0.2263,0.1,nc,nc73772835,2022-08-30T05:20:11.827Z,"25km NW of San Simeon, CA",earthquake,0.21,0.48,0.116,86,reviewed,nc,nc
2022-08-28T20:42:23.430Z,44.7953333,-110.8053333,5.68,1.43,ml,13,220,0.03291,0.11,uu,uu60512302,2022-08-29T21:26:01.880Z,"21 km SSW of Mammoth, Wyoming",earthquake,0.75,0.71,0.28,2,reviewed,uu,uu
2022-08-28T20:40:37.640Z,44.7778333,-110.8085,4.43,1.83,ml,8,101,0.0317,0.08,uu,uu60512297,2022-08-29T21:32:17.360Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.36,0.41,0.269,6,reviewed,uu,uu
2022-08-28T20:40:31.510Z,44.7815,-110.807,4.57,1.33,ml,14,102,0.03172,0.14,uu,uu60512292,2022-08-29T21:29:40.530Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.36,0.45,0.263,4,reviewed,uu,uu
2022-08-28T20:32:18.258Z,3.7528,122.2508,595.11,4.4,mb,61,59,3.007,0.82,us,us7000i36j,2022-08-28T20:55:10.040Z,"245 km SE of Latung, Philippines",earthquake,11.21,8.667,0.065,68,reviewed,us,us
2022-08-28T20:30:44.840Z,48.7165,-124.92,26.52,1.84,ml,14,144,0.1841,0.45,uw,uw61866852,2022-08-29T05:20:52.400Z,"44 km NNW of Neah Bay, Washington",earthquake,0.96,2.45,0.14510097355815688,9,reviewed,uw,uw
2022-08-28T20:18:47.890Z,40.3625,-125.4643333,9.79,2.78,md,33,283,0.8608,0.23,nc,nc73772825,2022-08-29T20:34:10.915Z,"100km W of Petrolia, CA",earthquake,1.39,31.61,0.233,29,reviewed,nc,nc
2022-08-28T20:08:19.050Z,35.3265,-97.92083333,6.33,1.63,ml,49,72,0.0638874631,0.31,ok,ok2022qwfc,2022-08-29T19:43:55.493Z,"2 km NE of Minco, Oklahoma",earthquake,,0.5,0.09,4,reviewed,ok,ok
2022-08-28T20:07:38.790Z,18.8841666666667,-64.9875,7.97,3.15,md,4,290,,0.23,pr,pr71368488,2022-08-28T20:45:50.820Z,"60 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.04,7.04,0.00463243048905881,2,reviewed,pr,pr
2022-08-28T20:07:04.623Z,57.4437,-156.0206,61.3,2,ml,,,,0.62,ak,ak022b18xgzi,2022-08-28T20:09:15.266Z,"82 km E of Ugashik, Alaska",earthquake,,1,,,automatic,ak,ak
2022-08-28T20:07:03.990Z,34.0423333,-117.2746667,17.81,1.68,ml,69,22,0.06136,0.13,ci,ci40333376,2022-08-29T19:17:05.310Z,"1km WSW of Loma Linda, CA",earthquake,0.12,0.26,0.154,25,reviewed,ci,ci
2022-08-28T20:06:37.948Z,55.3381,-155.5248,31.589,3.2,ml,26,219,1.895,0.45,us,us7000i36c,2022-08-28T20:31:51.040Z,"197 km SSW of Akhiok, Alaska",earthquake,6.58,15.671,0.085,18,reviewed,us,us
2022-08-28T20:03:26.670Z,36.4576667,-121.0416667,7.09,1.19,md,14,89,0.01336,0.08,nc,nc73772810,2022-08-30T03:20:10.842Z,"12km SE of Pinnacles, CA",earthquake,0.32,0.44,0.195,12,reviewed,nc,nc
2022-08-28T19:51:09.478Z,55.4348,-155.7436,0,3.2,ml,,,,0.72,ak,ak022b18lh93,2022-08-28T20:27:53.040Z,"south of Alaska",earthquake,,207.2,,,automatic,ak,ak
2022-08-28T19:45:00.870Z,35.7823333,-117.9758333,0.72,1.36,ml,30,38,0.1248,0.12,ci,ci40333352,2022-08-29T19:32:25.950Z,"18km SSW of Little Lake, CA",earthquake,0.13,0.29,0.208,19,reviewed,ci,ci
2022-08-28T19:35:14.865Z,62.1537,-149.7641,13.2,1.4,ml,,,,0.74,ak,ak022b18i27y,2022-08-28T19:37:55.683Z,"4 km E of Susitna North, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-08-28T19:04:54.334Z,61.5465,-149.863,36,1.6,ml,,,,0.29,ak,ak022b18bi2h,2022-08-28T19:06:54.440Z,"5 km ENE of Big Lake, Alaska",earthquake,,1.6,,,automatic,ak,ak
2022-08-28T19:02:33.240Z,19.2041664123535,-155.429336547852,32.7000007629395,2.00999999,md,41,145,,0.119999997,hv,hv73124357,2022-08-28T19:05:46.870Z,"5 km E of Pāhala, Hawaii",earthquake,0.61,0.769999981,0.920000017,11,automatic,hv,hv
2022-08-28T18:58:01.172Z,63.4984,-148.0996,2.1,1.2,ml,,,,0.31,ak,ak022b181j11,2022-08-28T19:00:05.646Z,"44 km ENE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-08-28T18:54:52.016Z,61.9954,-150.7422,60.4,1.3,ml,,,,0.36,ak,ak022b180s35,2022-08-28T18:56:45.396Z,"34 km E of Skwentna, Alaska",earthquake,,1,,,automatic,ak,ak
2022-08-28T18:54:15.522Z,39.529,-98.4895,5,2.7,mb_lg,10,133,1.118,0.43,us,us7000i35v,2022-08-28T23:54:31.351Z,"5 km WNW of Cawker City, Kansas",earthquake,2.46,1.99,0.052,96,reviewed,us,us
2022-08-28T18:52:38.323Z,60.7902,-152.2124,84.4,1.4,ml,,,,0.54,ak,ak022b180blk,2022-08-28T18:55:24.236Z,"51 km WNW of Nikiski, Alaska",earthquake,,1.2,,,automatic,ak,ak
2022-08-28T18:48:02.073Z,-21.7582,-176.9899,221.3,5.6,mww,119,32,1.764,0.97,us,us7000i35t,2022-08-29T18:51:06.719Z,"Fiji region",earthquake,9.5,4.215,0.051,37,reviewed,us,us
2022-08-28T18:47:37.163Z,61.1807,-151.4889,64.1,1,ml,,,,0.28,ak,ak022b17z8xg,2022-08-28T18:49:52.579Z,"22 km W of Beluga, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-08-28T18:41:42.780Z,19.2311668395996,-155.408493041992,33.1300010681152,2.26999998,md,43,141,,0.140000001,hv,hv73124322,2022-08-28T18:44:50.600Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.57,0.839999974,1.19000006,26,automatic,hv,hv
2022-08-28T18:38:43.610Z,36.699,-121.3836667,-0.19,0.95,md,12,112,0.03103,0.15,nc,nc73772800,2022-08-30T01:25:11.188Z,"12km SSW of Tres Pinos, CA",earthquake,0.28,1.06,0.325,10,reviewed,nc,nc
2022-08-28T18:35:53.333Z,-16.1251,-176.4505,359.872,4.4,mb,38,62,3.431,1.08,us,us7000i35q,2022-08-28T19:29:15.040Z,"268 km SE of Alo, Wallis and Futuna",earthquake,12.51,9.172,0.047,131,reviewed,us,us
2022-08-28T18:15:33.422Z,60.5335,-144.9842,16.7,1.2,ml,,,,0.58,ak,ak022b17sdq6,2022-08-28T18:17:38.312Z,"42 km E of Cordova, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-08-28T18:14:53.911Z,58.4755,-156.4816,15,1.4,ml,,,,0.39,ak,ak022b17s7lb,2022-08-28T18:16:17.239Z,"Alaska Peninsula",earthquake,,0.4,,,automatic,ak,ak
2022-08-28T18:13:21.550Z,18.369,-67.3016666666667,102.75,3.16,md,34,134,,0.26,pr,pr71368453,2022-08-28T19:20:55.040Z,"6 km WNW of Rincón, Puerto Rico",earthquake,1.27,0.63,0.0917260374910902,15,reviewed,pr,pr
2022-08-28T18:12:21.870Z,18.3675,-67.302,100.53,3.16,md,24,148,,0.24,pr,pr71368443,2022-08-28T19:18:17.040Z,"6 km WNW of Rincón, Puerto Rico",earthquake,1.39,0.7,0.0524623185065345,14,reviewed,pr,pr
2022-08-28T18:07:01.701Z,31.72560918,-104.2717462,7.211303711,2,ml,12,67,0.03368263393,0.2,tx,tx2022qwbc,2022-08-29T09:35:46.447Z,"50 km S of Whites City, New Mexico",earthquake,1.167062235,0.7771502126,0.1,8,reviewed,tx,tx
2022-08-28T18:02:32.645Z,51.7222,179.4384,68.8,1.7,ml,,,,0.48,ak,ak022b17plwd,2022-08-28T23:48:27.224Z,"271 km W of Adak, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2022-08-28T17:59:39.540Z,38.8321648,-122.8164978,1.82,1.07,md,23,70,0.01009,0.02,nc,nc73772775,2022-08-28T18:18:13.864Z,"8km NW of The Geysers, CA",earthquake,0.2,0.37,0.16,5,automatic,nc,nc
2022-08-28T17:52:47.840Z,33.2345,-116.0516667,10.15,1.28,ml,58,57,0.07148,0.19,ci,ci40333312,2022-08-29T19:57:52.489Z,"11km SW of Salton City, CA",earthquake,0.17,0.46,0.141,35,reviewed,ci,ci
2022-08-28T17:47:42.859Z,57.2122,-146.005,12.098,2.6,ml,19,284,2.231,0.46,us,us7000i358,2022-08-28T19:15:29.040Z,"Gulf of Alaska",earthquake,10.69,9.746,0.064,32,reviewed,us,us
2022-08-28T17:42:16.430Z,17.9595,-67.0156666666667,8.98,2.08,md,5,208,,0.09,pr,pr71368433,2022-08-28T17:53:12.520Z,"3 km ESE of La Parguera, Puerto Rico",earthquake,0.53,0.9,0.0820224012311142,5,reviewed,pr,pr
2022-08-28T17:33:10.060Z,38.835,-122.777,1.68,1.98,md,68,42,0.007148,0.06,nc,nc73772765,2022-08-30T02:51:10.669Z,"5km WNW of Cobb, CA",earthquake,0.12,0.17,0.264,41,reviewed,nc,nc
2022-08-28T17:24:18.208Z,-19.0285,-177.516,559.261,4.2,mb,23,76,3.043,0.99,us,us7000i354,2022-08-28T19:12:47.040Z,"Fiji region",earthquake,15.42,11.965,0.116,21,reviewed,us,us
2022-08-28T17:22:00.639Z,67.0972,-152.7658,0,1.2,ml,,,,0.91,ak,ak022b178dlr,2022-08-28T17:24:38.874Z,"58 km WNW of Bettles, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-08-28T17:12:38.968Z,63.4741,-147.371,28.4,1.3,ml,,,,0.57,ak,ak022b176bej,2022-08-28T17:16:07.553Z,"79 km E of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-08-28T17:08:30.672Z,61.4646,-146.3762,32.1,1,ml,,,,0.75,ak,ak022b175fwb,2022-08-28T17:10:24.248Z,"37 km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-08-28T17:08:09.360Z,19.1184997558594,-155.406326293945,30.7399997711182,2.16,ml,45,188,,0.109999999,hv,hv73124262,2022-08-28T19:08:02.040Z,"12 km SE of Pāhala, Hawaii",earthquake,0.62,0.879999995,3.15,8,automatic,hv,hv
2022-08-28T17:04:40.301Z,-1.0404,98.6115,17.653,4.9,mb,54,167,2.549,0.62,us,us7000i34y,2022-08-28T17:23:48.040Z,"174 km WSW of Pariaman, Indonesia",earthquake,8.11,3.959,0.076,57,reviewed,us,us
2022-08-28T16:58:48.763Z,6.6078,126.7118,175.51,4.5,mb,85,50,1.215,0.31,us,us7000i34w,2022-08-28T17:33:01.040Z,"51 km SE of Bobon, Philippines",earthquake,9.39,6.48,0.062,76,reviewed,us,us
2022-08-28T16:46:50.240Z,36.8198333,-121.5256667,4.31,0.97,md,14,82,0.01784,0.13,nc,nc73772760,2022-08-30T00:21:12.808Z,"3km SSE of San Juan Bautista, CA",earthquake,0.34,0.43,0.282,14,reviewed,nc,nc
2022-08-28T16:39:43.907Z,45.9449,-74.82,10.603,2.5,mb_lg,20,75,0.331,0.37,us,us7000i34u,2022-08-29T21:08:18.155Z,"21 km ESE of Notre-Dame-du-Mont-Carmel, Canada",earthquake,2.77,1.759,0.1,26,reviewed,us,us
2022-08-28T16:26:29.710Z,35.32766667,-97.88783333,5.2,1.34,ml,50,58,0.06658693337,0.27,ok,ok2022qvxu,2022-08-29T19:18:57.294Z,"5 km ENE of Minco, Oklahoma",earthquake,,0.6,0.25,5,reviewed,ok,ok
2022-08-28T16:14:19.909Z,61.3567,-151.7277,88.2,1.6,ml,,,,0.65,ak,ak022b16l9ra,2022-08-28T16:17:04.003Z,"42 km NW of Beluga, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-08-28T15:52:13.410Z,17.9483333333333,-67.0125,9.34,2.37,md,12,227,,0.14,pr,pr71368428,2022-08-28T16:36:42.990Z,"4 km SE of La Parguera, Puerto Rico",earthquake,0.47,0.73,0.0091921802211099,4,reviewed,pr,pr
2022-08-28T15:43:24.510Z,33.94616667,-97.2805,14.06,2.22,ml,48,117,0.09538128294,0.25,ok,ok2022qvwj,2022-08-29T13:33:12.626Z,"15 km W of Marietta, Oklahoma",earthquake,,0.9,0.21,11,reviewed,ok,ok
2022-08-28T15:35:29.620Z,38.8048333,-122.8998333,5.83,0.95,md,44,119,0.01125,0.05,nc,nc73772740,2022-08-29T23:59:13.683Z,"10km E of Cloverdale, CA",earthquake,0.23,0.21,0.182,10,reviewed,nc,nc
2022-08-28T15:19:11.618Z,56.2307,-149.0563,14.903,2.8,ml,24,237,2.479,0.57,us,us7000i35c,2022-08-28T18:28:29.040Z,"249 km SE of Chiniak, Alaska",earthquake,8.68,9.106,0.062,34,reviewed,us,us
2022-08-28T15:12:18.170Z,36.1475,-89.477,14.75,1.37,md,20,44,0.03097,0.09,nm,nm60406297,2022-08-29T13:20:43.460Z,"12 km S of Ridgely, Tennessee",earthquake,0.23,0.39,0.028,13,reviewed,nm,nm
2022-08-28T15:12:00.880Z,17.9491666666667,-67.0121666666667,7.71,2.82,md,28,216,,0.16,pr,pr71368413,2022-08-28T16:01:20.470Z,"4 km SE of La Parguera, Puerto Rico",earthquake,0.45,0.19,0.189088432098995,8,reviewed,pr,pr
2022-08-28T15:08:53.896Z,62.866,-150.179,78.7,1.3,ml,,,,0.55,ak,ak022b15ymh9,2022-08-28T15:10:29.599Z,"46 km N of Chase, Alaska",earthquake,,1,,,automatic,ak,ak
2022-08-28T15:08:49.660Z,19.1156,-66.8166,22,3.78,md,26,252,0.7001,0.39,pr,pr2022240000,2022-08-28T16:21:55.040Z,"69 km N of Hatillo, Puerto Rico",earthquake,1.19,24.24,0.07,19,reviewed,pr,pr
2022-08-28T15:08:17.091Z,51.256,-177.9884,45.5,1.9,ml,,,,0.86,ak,ak022b15yjqm,2022-08-30T00:46:44.833Z,"116 km SW of Adak, Alaska",earthquake,,13.1,,,reviewed,ak,ak
2022-08-28T15:03:39.132Z,38.1725,-117.9922,1.5,1.4,ml,13,129.23,0.027,0.1857,nn,nn00846014,2022-08-28T15:07:02.387Z,"26 km SSE of Mina, Nevada",earthquake,,0.3,0.28,7,automatic,nn,nn
2022-08-28T14:54:26.970Z,19.1983337402344,-155.381500244141,32.1199989318848,2.23,ml,48,172,,0.129999995,hv,hv73124137,2022-08-28T15:03:49.040Z,"10 km E of Pāhala, Hawaii",earthquake,0.62,0.720000029,3.47,17,automatic,hv,hv
2022-08-28T14:53:50.060Z,53.8573333333333,-166.643333333333,9.42,1.45,ml,9,148,,0.13,av,av91670566,2022-08-29T19:40:43.180Z,"7 km WSW of Unalaska, Alaska",earthquake,0.45,0.33,0.321396806926239,8,reviewed,av,av
2022-08-28T14:52:52.789Z,61.4874,-146.3457,24.7,1.9,ml,,,,0.49,ak,ak022b15mmam,2022-08-28T14:54:20.758Z,"39 km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-08-28T14:41:38.540Z,38.8131676,-122.8198318,2.9,0.95,md,26,52,0.008471,0.02,nc,nc73772725,2022-08-28T15:13:11.755Z,"7km NW of The Geysers, CA",earthquake,0.21,0.47,0.07,4,automatic,nc,nc
2022-08-28T14:22:39.159Z,63.4121,-149.7311,0,1.2,ml,,,,0.49,ak,ak022b15g5rf,2022-08-28T14:24:58.850Z,"39 km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-08-28T14:20:36.090Z,53.8581666666667,-166.641,9.52,2.18,ml,13,147,,0.12,av,av91670541,2022-08-29T19:36:53.160Z,"7 km WSW of Unalaska, Alaska",earthquake,0.44,0.32,0.313638674195928,13,reviewed,av,av
2022-08-28T14:16:18.650Z,44.7798333,-110.8063333,3.89,1.08,ml,15,97,0.03258,0.1,uu,uu60512237,2022-08-29T22:02:16.360Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.26,0.68,0.393,3,reviewed,uu,uu
2022-08-28T14:08:15.850Z,19.2441673278809,-155.380340576172,32.7299995422363,2.1400001,md,45,147,,0.129999995,hv,hv73124127,2022-08-28T14:11:29.670Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.57,0.779999971,0.49000001,13,automatic,hv,hv
2022-08-28T14:02:05.290Z,39.6631,-118.9177,6.1,1.8,ml,19,109.52,0.363,0.1484,nn,nn00846008,2022-08-29T17:58:16.474Z,"24 km NNW of Fallon, Nevada",earthquake,,2.2,0.23,15,reviewed,nn,nn
2022-08-28T13:59:20.207Z,38.1897,-117.9705,2.1,1.3,ml,14,125.41,0.015,0.3058,nn,nn00846005,2022-08-28T14:03:02.540Z,"25 km SSE of Mina, Nevada",earthquake,,0.4,0.3,9,automatic,nn,nn
2022-08-28T13:48:57.120Z,35.7791667,-121.3155,6.99,1.62,md,30,180,0.1633,0.15,nc,nc73772720,2022-08-28T21:59:16.201Z,"19km NW of San Simeon, CA",earthquake,0.55,2.3,0.222,22,reviewed,nc,nc
2022-08-28T13:37:51.902Z,1.1645,91.7425,10,4.4,mb,24,175,5.833,0.32,us,us7000i33y,2022-08-28T13:54:48.040Z,"North Indian Ocean",earthquake,7.08,1.923,0.179,11,reviewed,us,us
2022-08-28T13:37:23.740Z,36.3403333,-89.4191667,4.88,1.52,md,8,111,0.03756,0.18,nm,nm60406287,2022-08-29T12:56:44.720Z,"6 km SE of Tiptonville, Tennessee",earthquake,0.58,0.42,0.132,6,reviewed,nm,nm
2022-08-28T13:34:33.200Z,19.1823329925537,-155.357498168945,27.3799991607666,1.78999996,md,44,182,,0.119999997,hv,hv73124092,2022-08-28T13:37:51.720Z,"12 km E of Pāhala, Hawaii",earthquake,0.51,0.810000002,1.02999997,17,automatic,hv,hv
2022-08-28T13:30:48.161Z,38.1789,-117.978,1.9,1.9,ml,20,102.02,0.021,0.1871,nn,nn00845997,2022-08-29T17:36:20.868Z,"26 km SSE of Mina, Nevada",earthquake,,1.9,0.33,8,reviewed,nn,nn
2022-08-28T13:26:53.260Z,18.4835,-66.4106666666667,25.07,2.95,md,20,187,,0.33,pr,pr71368393,2022-08-28T23:48:21.630Z,"4 km NNW of Vega Baja, Puerto Rico",earthquake,1.02,1.59,0.0521759204600722,7,reviewed,pr,pr
2022-08-28T13:22:51.990Z,46.821666666666665,-122.84233333333333,61.3,1.02,ml,20,86,0.1489,0.18,uw,uw61866787,2022-08-28T16:54:02.020Z,"3 km NE of Bucoda, Washington",earthquake,0.7,0.76,0.17502992581600185,13,reviewed,uw,uw
